geo,time_period,hpi_index,hpi_qoq_growth_eurostat,air_passengers,period,year,quarter,log_hpi,log_air_passengers,dlog_hpi_qoq,hpi_yoy,air_qoq,air_yoy,L1_air_qoq,L2_air_qoq,L1_air_yoy,L2_air_yoy,L1_hpi_yoy,L2_hpi_yoy,L1_dlog_hpi_qoq,L2_dlog_hpi_qoq,period_str,quarter_end,post_2020q1,pandemic_shock
PL,2015-Q1,99.06,0.2,5378218.0,2015Q1,2015,1,4.595725727160092,15.497867650504467,0.1717605878192252,1.9469551336642965,-6.935768415679355,14.607800284466776,-38.83251511610144,22.269093600043988,16.363268513996765,9.726535291934901,1.4258312640719417,1.2545424368342495,0.23285254763072416,-0.6465975245534494,2015Q1,2015-03-31 23:59:59.999999999,0,0
PL,2015-Q2,100.43,1.4,7746048.0,2015Q2,2015,2,4.609460967405248,15.862693335784343,1.3735240245155822,1.1315396354120821,36.482568527987524,12.983378596250716,-6.935768415679355,-38.83251511610144,14.607800284466776,16.363268513996765,1.9469551336642965,1.4258312640719417,0.1717605878192252,0.23285254763072416,2015Q2,2015-06-30 23:59:59.999999999,0,0
PL,2015-Q3,100.63,0.2,9368410.0,2015Q3,2015,3,4.611450423945242,16.052853949313942,0.1989456539994272,1.9770828139649588,19.016061352959923,9.730346349166652,36.482568527987524,-6.935768415679355,12.983378596250716,14.607800284466776,1.1315396354120821,1.9469551336642965,1.3735240245155822,0.1717605878192252,2015Q3,2015-09-30 23:59:59.999999999,0,0
PL,2015-Q4,99.88,-0.7,6414763.0,2015Q4,2015,4,4.603969465411573,15.674112610688452,-0.748095853366948,0.9961344129672867,-37.87413386254901,10.688727602719084,19.016061352959923,36.482568527987524,9.730346349166652,12.983378596250716,1.9770828139649588,1.1315396354120821,0.1989456539994272,1.3735240245155822,2015Q4,2015-12-31 23:59:59.999999999,0,0
PL,2016-Q1,100.0,0.1,6109910.0,2016Q1,2016,1,4.605170185988092,15.625422601088392,0.12007205765192097,0.9444458827999824,-4.869000960005998,12.755495058392441,-37.87413386254901,19.016061352959923,10.688727602719084,9.730346349166652,0.9961344129672867,1.9770828139649588,-0.748095853366948,0.1989456539994272,2016Q1,2016-03-31 23:59:59.999999999,0,0
PL,2016-Q2,100.84,0.8,8408718.0,2016Q2,2016,2,4.6135351023197195,15.944779582755027,0.8364916331627725,0.40741349144717276,31.935698166663506,8.208624697068423,-4.869000960005998,-37.87413386254901,12.755495058392441,10.688727602719084,0.9444458827999824,0.9961344129672867,0.12007205765192097,-0.748095853366948,2016Q2,2016-06-30 23:59:59.999999999,0,0
PL,2016-Q3,102.73,1.9,10269880.0,2016Q3,2016,3,4.6321041872281725,16.144725897318462,1.8569084908452993,2.065376328293045,19.994631456343548,9.187194800452048,31.935698166663506,-4.869000960005998,8.208624697068423,12.755495058392441,0.40741349144717276,0.9444458827999824,0.8364916331627725,0.12007205765192097,2016Q3,2016-09-30 23:59:59.999999999,0,0
PL,2016-Q4,103.86,1.1,7478353.0,2016Q4,2016,4,4.6430438384161725,15.827523138540132,1.0939651188,3.9074373004599927,-31.720275877833082,15.341052785167975,19.994631456343548,31.935698166663506,9.187194800452048,8.208624697068423,2.065376328293045,0.40741349144717276,1.8569084908452993,0.8364916331627725,2016Q4,2016-12-31 23:59:59.999999999,0,0
PL,2017-Q1,103.33,-0.5,7093040.0,2017Q1,2017,1,4.637927750226264,15.774624579531075,-0.511608818990883,3.275756423817189,-5.289855900905671,14.920197844268301,-31.720275877833082,19.994631456343548,15.341052785167975,9.187194800452048,3.9074373004599927,2.065376328293045,1.0939651188,1.8569084908452993,2017Q1,2017-03-31 23:59:59.999999999,0,0
PL,2017-Q2,105.44,2.0,9726567.0,2017Q2,2017,2,4.658142070754197,16.090371565593962,2.021432052793326,4.460696843447742,31.57469860628872,14.559198283893515,-5.289855900905671,-31.720275877833082,14.920197844268301,15.341052785167975,3.275756423817189,3.9074373004599927,-0.511608818990883,1.0939651188,2017Q2,2017-06-30 23:59:59.999999999,0,0
PL,2017-Q3,106.5,1.0,12059667.0,2017Q3,2017,3,4.66814498514948,16.305377136941797,1.0002914395283113,3.6040797921307544,21.50055713478345,16.065123962333416,31.57469860628872,-5.289855900905671,14.559198283893515,14.920197844268301,4.460696843447742,3.275756423817189,2.021432052793326,-0.511608818990883,2017Q3,2017-09-30 23:59:59.999999999,0,0
PL,2017-Q4,107.86,1.3,8805394.0,2017Q4,2017,4,4.680834089909081,15.990875046213981,1.2689104759600944,3.779025149290849,-31.450209072781554,16.335190767384944,21.50055713478345,31.57469860628872,16.065123962333416,14.559198283893515,3.6040797921307544,4.460696843447742,1.0002914395283113,2.021432052793326,2017Q4,2017-12-31 23:59:59.999999999,0,0
PL,2018-Q1,109.48,1.5,8307950.0,2018Q1,2018,1,4.695741884172478,15.932723445664411,1.4907794263397278,5.78141339462146,-5.815160054956969,15.809886613333646,-31.450209072781554,21.50055713478345,16.335190767384944,16.065123962333416,3.779025149290849,3.6040797921307544,1.2689104759600944,1.0002914395283113,2018Q1,2018-03-31 23:59:59.999999999,0,0
PL,2018-Q2,111.95,2.3,11525824.0,2018Q2,2018,2,4.718052343044764,16.26010064103742,2.2310458872286,5.9910272290567335,32.73771953730069,16.972907544345617,-5.815160054956969,-31.450209072781554,15.809886613333646,16.335190767384944,5.78141339462146,3.779025149290849,1.4907794263397278,1.2689104759600944,2018Q2,2018-06-30 23:59:59.999999999,0,0
PL,2018-Q3,113.43,1.3,14168583.0,2018Q3,2018,3,4.731185906570952,16.46653760666653,1.313356352618733,6.304092142147155,20.643696562911273,16.11604697247344,32.73771953730069,-5.815160054956969,16.972907544345617,15.809886613333646,5.9910272290567335,5.78141339462146,2.2310458872286,1.4907794263397278,2018Q3,2018-09-30 23:59:59.999999999,0,0
PL,2018-Q4,116.11,2.4,9765191.0,2018Q4,2018,4,4.7545380176389145,16.09433468175345,2.3352111067962866,7.370392772983347,-37.22029249130827,10.345963553946724,20.643696562911273,32.73771953730069,16.11604697247344,16.972907544345617,6.304092142147155,5.9910272290567335,1.313356352618733,2.2310458872286,2018Q4,2018-12-31 23:59:59.999999999,0,0
PL,2019-Q1,118.34,1.9,8909184.0,2019Q1,2019,1,4.773561837248548,16.00259321276148,1.9023819609633286,7.781995307606948,-9.174146899196955,6.986976709706738,-37.22029249130827,20.643696562911273,10.345963553946724,16.11604697247344,7.370392772983347,6.304092142147155,2.3352111067962866,1.313356352618733,2019Q1,2019-03-31 23:59:59.999999999,0,0
PL,2019-Q2,121.1,2.3,12416941.0,2019Q2,2019,2,4.796616650559047,16.334572307837398,2.305481331049908,7.856430751428256,33.197909507591916,7.447166679997963,-9.174146899196955,-37.22029249130827,6.986976709706738,10.345963553946724,7.781995307606948,7.370392772983347,1.9023819609633286,2.3352111067962866,2019Q2,2019-06-30 23:59:59.999999999,0,0
PL,2019-Q3,123.59,2.1,14770916.0,2019Q3,2019,3,4.8169696356016445,16.508170670187802,2.0352985042597638,8.578372903069287,17.359836235040405,4.163306352127094,33.197909507591916,-9.174146899196955,7.447166679997963,6.986976709706738,7.856430751428256,7.781995307606948,2.305481331049908,1.9023819609633286,2019Q3,2019-09-30 23:59:59.999999999,0,0
PL,2019-Q4,127.06,2.8,10845730.0,2019Q4,2019,4,4.844659415838387,16.199282012103154,2.76897802367424,9.01213981994724,-30.88886580846477,10.494733034970594,17.359836235040405,33.197909507591916,4.163306352127094,7.447166679997963,8.578372903069287,7.856430751428256,2.0352985042597638,2.305481331049908,2019Q4,2019-12-31 23:59:59.999999999,0,0
